x,sin(x),Taylor_1,Taylor_3,Taylor_5,Taylor_7,Taylor_9
-7.04852426,-0.69278147,-7.04852426,51.31524698,-93.66530500,77.83182498,-40.50523030
-7.03851926,-0.68553184,-7.03851926,51.07707186,-92.87743647,76.92291575,-39.91093662
-7.02851426,-0.67821358,-7.02851426,50.83960129,-92.09468075,76.02330360,-39.32434301
-7.01850925,-0.67082743,-7.01850925,50.60283428,-91.31701410,75.13291018,-38.74535941
-7.00850425,-0.66337414,-7.00850425,50.36676982,-90.54441279,74.25165764,-38.17389670
-6.99849925,-0.65585444,-6.99849925,50.13140692,-89.77685321,73.37946865,-37.60986666
-6.98849425,-0.64826909,-6.98849425,49.89674456,-89.01431180,72.51626636,-37.05318198
-6.97848924,-0.64061885,-6.97848924,49.66278175,-88.25676505,71.66197446,-36.50375626
-6.96848424,-0.63290448,-6.96848424,49.42951749,-87.50418956,70.81651711,-35.96150399
-6.95847924,-0.62512676,-6.95847924,49.19695078,-86.75656198,69.97981897,-35.42634053
-6.94847424,-0.61728647,-6.94847424,48.96508060,-86.01385902,69.15180522,-34.89818212
-6.93846923,-0.60938439,-6.93846923,48.73390598,-85.27605747,68.33240150,-34.37694589
-6.92846423,-0.60142130,-6.92846423,48.50342589,-84.54313420,67.52153396,-33.86254980
-6.91845923,-0.59339802,-6.91845923,48.27363934,-83.81506612,66.71912923,-33.35491270
-6.90845423,-0.58531534,-6.90845423,48.04454534,-83.09183025,65.92511444,-32.85395426
-6.89844922,-0.57717406,-6.89844922,47.81614286,-82.37340365,65.13941719,-32.35959500
-6.88844422,-0.56897502,-6.88844422,47.58843093,-81.65976346,64.36196556,-31.87175626
-6.87843922,-0.56071901,-6.87843922,47.36140852,-80.95088687,63.59268812,-31.39036023
-6.86843422,-0.55240688,-6.86843422,47.13507465,-80.24675117,62.83151391,-30.91532991
-6.85842921,-0.54403946,-6.85842921,46.90942832,-79.54733370,62.07837244,-30.44658908
-6.84842421,-0.53561758,-6.84842421,46.68446850,-78.85261188,61.33319371,-29.98406238
-6.83841921,-0.52714208,-6.83841921,46.46019422,-78.16256317,60.59590817,-29.52767520
-6.82841421,-0.51861382,-6.82841421,46.23660447,-77.47716515,59.86644674,-29.07735373
-6.81840920,-0.51003364,-6.81840920,46.01369823,-76.79639541,59.14474083,-28.63302497
-6.80840420,-0.50140241,-6.80840420,45.79147453,-76.12023166,58.43072227,-28.19461667
-6.79839920,-0.49272099,-6.79839920,45.56993234,-75.44865164,57.72432340,-27.76205735
-6.78839420,-0.48399024,-6.78839420,45.34907067,-74.78163318,57.02547698,-27.33527630
-6.77838919,-0.47521106,-6.77838919,45.12888853,-74.11915418,56.33411625,-26.91420356
-6.76838419,-0.46638430,-6.76838419,44.90938490,-73.46119258,55.65017488,-26.49876994
-6.75837919,-0.45751086,-6.75837919,44.69055878,-72.80772642,54.97358703,-26.08890697
-6.74837419,-0.44859162,-6.74837419,44.47240918,-72.15873380,54.30428727,-25.68454692
-6.73836918,-0.43962748,-6.73836918,44.25493510,-71.51419287,53.64221064,-25.28562279
-6.72836418,-0.43061933,-6.72836418,44.03813552,-70.87408187,52.98729262,-24.89206831
-6.71835918,-0.42156807,-6.71835918,43.82200945,-70.23837910,52.33946915,-24.50381792
-6.70835418,-0.41247462,-6.70835418,43.60655590,-69.60706292,51.69867657,-24.12080677
-6.69834917,-0.40333988,-6.69834917,43.39177384,-68.98011176,51.06485171,-23.74297073
-6.68834417,-0.39416477,-6.68834417,43.17766230,-68.35750413,50.43793180,-23.37024634
-6.67833917,-0.38495020,-6.67833917,42.96422026,-67.73921860,49.81785451,-23.00257084
-6.66833417,-0.37569710,-6.66833417,42.75144672,-67.12523379,49.20455796,-22.63988217
-6.65832916,-0.36640639,-6.65832916,42.53934068,-66.51552841,48.59798069,-22.28211894
-6.64832416,-0.35707900,-6.64832416,42.32790114,-65.91008122,47.99806166,-21.92922043
-6.63831916,-0.34771587,-6.63831916,42.11712710,-65.30887107,47.40474027,-21.58112658
-6.62831416,-0.33831793,-6.62831416,41.90701755,-64.71187685,46.81795634,-21.23777800
-6.61830915,-0.32888613,-6.61830915,41.69757150,-64.11907753,46.23765011,-20.89911596
-6.60830415,-0.31942141,-6.60830415,41.48878794,-63.53045215,45.66376223,-20.56508237
-6.59829915,-0.30992471,-6.59829915,41.28066587,-62.94597980,45.09623380,-20.23561977
-6.58829415,-0.30039699,-6.58829415,41.07320430,-62.36563966,44.53500630,-19.91067136
-6.57828914,-0.29083920,-6.57828914,40.86640221,-61.78941095,43.98002163,-19.59018096
-6.56828414,-0.28125230,-6.56828414,40.66025861,-61.21727298,43.43122213,-19.27409302
-6.55827914,-0.27163724,-6.55827914,40.45477250,-60.64920511,42.88855051,-18.96235259
-6.54827414,-0.26199500,-6.54827414,40.24994287,-60.08518677,42.35194991,-18.65490537
-6.53826913,-0.25232652,-6.53826913,40.04576872,-59.52519745,41.82136389,-18.35169763
-6.52826413,-0.24263279,-6.52826413,39.84224905,-58.96921673,41.29673637,-18.05267625
-6.51825913,-0.23291478,-6.51825913,39.63938287,-58.41722423,40.77801171,-17.75778874
-6.50825413,-0.22317345,-6.50825413,39.43716916,-57.86919963,40.26513465,-17.46698315
-6.49824912,-0.21340978,-6.49824912,39.23560693,-57.32512271,39.75805033,-17.18020816
-6.48824412,-0.20362474,-6.48824412,39.03469517,-56.78497327,39.25670430,-16.89741300
-6.47823912,-0.19381933,-6.47823912,38.83443289,-56.24873122,38.76104247,-16.61854748
-6.46823412,-0.18399451,-6.46823412,38.63481908,-55.71637651,38.27101119,-16.34356200
-6.45822911,-0.17415128,-6.45822911,38.43585274,-55.18788914,37.78655715,-16.07240749
-6.44822411,-0.16429061,-6.44822411,38.23753287,-54.66324922,37.30762745,-15.80503547
-6.43821911,-0.15441350,-6.43821911,38.03985847,-54.14243688,36.83416958,-15.54139799
-6.42821411,-0.14452093,-6.42821411,37.84282853,-53.62543234,36.36613140,-15.28144765
-6.41820910,-0.13461389,-6.41820910,37.64644206,-53.11221587,35.90346117,-15.02513762
-6.40820410,-0.12469338,-6.40820410,37.45069805,-52.60276782,35.44610750,-14.77242156
-6.39819910,-0.11476039,-6.39819910,37.25559550,-52.09706859,34.99401941,-14.52325371
-6.38819410,-0.10481591,-6.38819410,37.06113342,-51.59509866,34.54714626,-14.27758881
-6.37818909,-0.09486094,-6.37818909,36.86731079,-51.09683855,34.10543782,-14.03538212
-6.36818409,-0.08489647,-6.36818409,36.67412662,-50.60226887,33.66884421,-13.79658943
-6.35817909,-0.07492351,-6.35817909,36.48157990,-50.11137028,33.23731592,-13.56116704
-6.34817409,-0.06494304,-6.34817409,36.28966964,-49.62412351,32.81080382,-13.32907174
-6.33816908,-0.05495608,-6.33816908,36.09839484,-49.14050933,32.38925912,-13.10026086
-6.32816408,-0.04496361,-6.32816408,35.90775448,-48.66050862,31.97263342,-12.87469218
-6.31815908,-0.03496664,-6.31815908,35.71774757,-48.18410227,31.56087867,-12.65232400
-6.30815408,-0.02496618,-6.30815408,35.52837311,-47.71127129,31.15394719,-12.43311511
-6.29814907,-0.01496321,-6.29814907,35.33963010,-47.24199670,30.75179163,-12.21702477
-6.28814407,-0.00495874,-6.28814407,35.15151753,-46.77625961,30.35436503,-12.00401273
-6.27813907,0.00504622,-6.27813907,34.96403441,-46.31404120,29.96162077,-11.79403921
-6.26813407,0.01505067,-6.26813407,34.77717973,-45.85532270,29.57351258,-11.58706488
-6.25812906,0.02505362,-6.25812906,34.59095249,-45.40008540,29.18999454,-11.38305090
-6.24812406,0.03505406,-6.24812406,34.40535169,-44.94831066,28.81102107,-11.18195888
-6.23811906,0.04505099,-6.23811906,34.22037632,-44.49997991,28.43654697,-10.98375088
-6.22811406,0.05504342,-6.22811406,34.03602540,-44.05507463,28.06652735,-10.78838942
-6.21810905,0.06503033,-6.21810905,33.85229790,-43.61357635,27.70091767,-10.59583746
-6.20810405,0.07501073,-6.20810405,33.66919284,-43.17546671,27.33967374,-10.40605839
-6.19809905,0.08498363,-6.19809905,33.48670922,-42.74072735,26.98275170,-10.21901607
-6.18809405,0.09494802,-6.18809405,33.30484602,-42.30934002,26.63010805,-10.03467476
-6.17808904,0.10490290,-6.17808904,33.12360225,-41.88128652,26.28169959,-9.85299916
-6.16808404,0.11484728,-6.16808404,32.94297691,-41.45654869,25.93748348,-9.67395440
-6.15807904,0.12478017,-6.15807904,32.76296899,-41.03510847,25.59741720,-9.49750601
-6.14807404,0.13470057,-6.14807404,32.58357750,-40.61694782,25.26145856,-9.32361996
-6.13806903,0.14460748,-6.13806903,32.40480143,-40.20204880,24.92956571,-9.15226262
-6.12806403,0.15449992,-6.12806403,32.22663978,-39.79039351,24.60169712,-8.98340077
-6.11805903,0.16437689,-6.11805903,32.04909155,-39.38196411,24.27781157,-8.81700157
-6.10805403,0.17423741,-6.10805403,31.87215574,-38.97674284,23.95786819,-8.65303263
-6.09804902,0.18408049,-6.09804902,31.69583135,-38.57471197,23.64182641,-8.49146190
-6.08804402,0.19390514,-6.08804402,31.52011737,-38.17585386,23.32964599,-8.33225775
-6.07803902,0.20371038,-6.07803902,31.34501281,-37.78015093,23.02128700,-8.17538893
-6.06803402,0.21349523,-6.06803402,31.17051666,-37.38758564,22.71670983,-8.02082458
-6.05802901,0.22325871,-6.05802901,30.99662791,-36.99814052,22.41587519,-7.86853420
-6.04802401,0.23299984,-6.04802401,30.82334558,-36.61179818,22.11874409,-7.71848768
-6.03801901,0.24271765,-6.03801901,30.65066866,-36.22854126,21.82527786,-7.57065528
-6.02801401,0.25241117,-6.02801401,30.47859614,-35.84835247,21.53543814,-7.42500762
-6.01800900,0.26207941,-6.01800900,30.30712702,-35.47121461,21.24918686,-7.28151570
-6.00800400,0.27172143,-6.00800400,30.13626031,-35.09711049,20.96648628,-7.14015085
-5.99799900,0.28133624,-5.99799900,29.96599500,-34.72602302,20.68729895,-7.00088477
-5.98799400,0.29092289,-5.98799400,29.79633009,-34.35793515,20.41158772,-6.86368952
-5.97798899,0.30048042,-5.97798899,29.62726458,-33.99282991,20.13931575,-6.72853750
-5.96798399,0.31000787,-5.96798399,29.45879747,-33.63069036,19.87044649,-6.59540146
-5.95797899,0.31950430,-5.95797899,29.29092775,-33.27149964,19.60494368,-6.46425448
-5.94797399,0.32896874,-5.94797399,29.12365443,-32.91524095,19.34277139,-6.33506999
-5.93796898,0.33840025,-5.93796898,28.95697650,-32.56189755,19.08389393,-6.20782173
-5.92796398,0.34779788,-5.92796398,28.79089296,-32.21145274,18.82827595,-6.08248380
-5.91795898,0.35716070,-5.91795898,28.62540281,-31.86388992,18.57588235,-5.95903061
-5.90795398,0.36648777,-5.90795398,28.46050504,-31.51919250,18.32667837,-5.83743689
-5.89794897,0.37577816,-5.89794897,28.29619867,-31.17734399,18.08062947,-5.71767771
-5.88794397,0.38503093,-5.88794397,28.13248268,-30.83832793,17.83770146,-5.59972841
-5.87793897,0.39424516,-5.87793897,27.96935607,-30.50212794,17.59786039,-5.48356471
-5.86793397,0.40341992,-5.86793397,27.80681785,-30.16872769,17.36107261,-5.36916257
-5.85792896,0.41255431,-5.85792896,27.64486700,-29.83811091,17.12730474,-5.25649830
-5.84792396,0.42164739,-5.84792396,27.48350254,-29.51026139,16.89652369,-5.14554850
-5.83791896,0.43069827,-5.83791896,27.32272345,-29.18516297,16.66869665,-5.03629008
-5.82791396,0.43970604,-5.82791396,27.16252874,-28.86279957,16.44379106,-4.92870021
-5.81790895,0.44866979,-5.81790895,27.00291740,-28.54315514,16.22177467,-4.82275639
-5.80790395,0.45758864,-5.80790395,26.84388844,-28.22621371,16.00261547,-4.71843640
-5.79789895,0.46646167,-5.79789895,26.68544085,-27.91195936,15.78628174,-4.61571829
-5.78789395,0.47528802,-5.78789395,26.52757363,-27.60037623,15.57274202,-4.51458041
-5.77788894,0.48406679,-5.77788894,26.37028577,-27.29144852,15.36196512,-4.41500139
-5.76788394,0.49279710,-5.76788394,26.21357629,-26.98516048,15.15392012,-4.31696013
-5.75787894,0.50147809,-5.75787894,26.05744417,-26.68149642,14.94857636,-4.22043580
-5.74787394,0.51010888,-5.74787394,25.90188841,-26.38044072,14.74590344,-4.12540784
-5.73786893,0.51868860,-5.73786893,25.74690802,-26.08197781,14.54587122,-4.03185597
-5.72786393,0.52721641,-5.72786393,25.59250198,-25.78609217,14.34844984,-3.93976017
-5.71785893,0.53569144,-5.71785893,25.43866931,-25.49276835,14.15360967,-3.84910067
-5.70785393,0.54411285,-5.70785393,25.28540900,-25.20199094,13.96132134,-3.75985796
-5.69784892,0.55247980,-5.69784892,25.13272004,-24.91374461,13.77155576,-3.67201281
-5.68784392,0.56079144,-5.68784392,24.98060144,-24.62801407,13.58428407,-3.58554621
-5.67783892,0.56904695,-5.67783892,24.82905219,-24.34478410,13.39947766,-3.50043942
-5.66783392,0.57724549,-5.66783392,24.67807129,-24.06403952,13.21710819,-3.41667394
-5.65782891,0.58538626,-5.65782891,24.52765774,-23.78576522,13.03714755,-3.33423152
-5.64782391,0.59346842,-5.64782391,24.37781055,-23.50994615,12.85956789,-3.25309413
-5.63781891,0.60149119,-5.63781891,24.22852870,-23.23656731,12.68434160,-3.17324400
-5.62781391,0.60945374,-5.62781391,24.07981119,-22.96561374,12.51144131,-3.09466360
-5.61780890,0.61735529,-5.61780890,23.93165703,-22.69707057,12.34083990,-3.01733562
-5.60780390,0.62519504,-5.60780390,23.78406522,-22.43092297,12.17251048,-2.94124297
-5.59779890,0.63297221,-5.59779890,23.63703474,-22.16715616,12.00642643,-2.86636881
-5.58779390,0.64068601,-5.58779390,23.49056461,-21.90575542,11.84256133,-2.79269651
-5.57778889,0.64833569,-5.57778889,23.34465381,-21.64670609,11.68088901,-2.72020967
-5.56778389,0.65592047,-5.56778389,23.19930135,-21.38999357,11.52138356,-2.64889211
-5.55777889,0.66343959,-5.55777889,23.05450623,-21.13560331,11.36401926,-2.57872786
-5.54777389,0.67089230,-5.54777389,22.91026744,-20.88352081,11.20877065,-2.50970116
-5.53776888,0.67827786,-5.53776888,22.76658398,-20.63373163,11.05561251,-2.44179648
-5.52776388,0.68559552,-5.52776388,22.62345486,-20.38622139,10.90451983,-2.37499849
-5.51775888,0.69284455,-5.51775888,22.48087906,-20.14097577,10.75546782,-2.30929206
-5.50775388,0.70002423,-5.50775388,22.33885559,-19.89798049,10.60843195,-2.24466226
-5.49774887,0.70713384,-5.49774887,22.19738345,-19.65722134,10.46338788,-2.18109439
-5.48774387,0.71417267,-5.48774387,22.05646164,-19.41868415,10.32031153,-2.11857392
-5.47773887,0.72114000,-5.47773887,21.91608914,-19.18235482,10.17917900,-2.05708653
-5.46773387,0.72803515,-5.46773387,21.77626497,-18.94821929,10.03996665,-1.99661809
-5.45772886,0.73485743,-5.45772886,21.63698812,-18.71626358,9.90265103,-1.93715467
-5.44772386,0.74160614,-5.44772386,21.49825759,-18.48647373,9.76720893,-1.87868252
-5.43771886,0.74828063,-5.43771886,21.36007238,-18.25883587,9.63361735,-1.82118808
-5.42771386,0.75488021,-5.42771386,21.22243148,-18.03333615,9.50185349,-1.76465799
-5.41770885,0.76140422,-5.41770885,21.08533390,-17.80996081,9.37189479,-1.70907905
-5.40770385,0.76785202,-5.40770385,20.94877863,-17.58869612,9.24371889,-1.65443825
-5.39769885,0.77422296,-5.39769885,20.81276467,-17.36952840,9.11730364,-1.60072276
-5.38769385,0.78051640,-5.38769385,20.67729102,-17.15244405,8.99262709,-1.54791993
-5.37768884,0.78673172,-5.37768884,20.54235668,-16.93742950,8.86966752,-1.49601727
-5.36768384,0.79286828,-5.36768384,20.40796065,-16.72447125,8.74840341,-1.44500249
-5.35767884,0.79892547,-5.35767884,20.27410192,-16.51355583,8.62881343,-1.39486343
-5.34767384,0.80490269,-5.34767384,20.14077950,-16.30466987,8.51087648,-1.34558813
-5.33766883,0.81079935,-5.33766883,20.00799238,-16.09780000,8.39457164,-1.29716479
-5.32766383,0.81661484,-5.32766383,19.87573956,-15.89293294,8.27987821,-1.24958175
-5.31765883,0.82234859,-5.31765883,19.74402004,-15.69005544,8.16677569,-1.20282755
-5.30765383,0.82800002,-5.30765383,19.61283282,-15.48915433,8.05524375,-1.15689085
-5.29764882,0.83356857,-5.29764882,19.48217689,-15.29021646,7.94526230,-1.11176050
-5.28764382,0.83905368,-5.28764382,19.35205126,-15.09322877,7.83681141,-1.06742548
-5.27763882,0.84445481,-5.27763882,19.22245493,-14.89817823,7.72987138,-1.02387494
-5.26763382,0.84977140,-5.26763382,19.09338688,-14.70505186,7.62442267,-0.98109817
-5.25762881,0.85500293,-5.25762881,18.96484613,-14.51383674,7.52044595,-0.93908462
-5.24762381,0.86014888,-5.24762381,18.83683167,-14.32452001,7.41792208,-0.89782388
-5.23761881,0.86520873,-5.23761881,18.70934249,-14.13708885,7.31683212,-0.85730569
-5.22761381,0.87018197,-5.22761381,18.58237760,-13.95153051,7.21715729,-0.81751992
-5.21760880,0.87506810,-5.21760880,18.45593599,-13.76783226,7.11887903,-0.77845661
-5.20760380,0.87986664,-5.20760380,18.33001667,-13.58598146,7.02197895,-0.74010590
-5.19759880,0.88457711,-5.19759880,18.20461862,-13.40596550,6.92643884,-0.70245811
-5.18759380,0.88919903,-5.18759380,18.07974086,-13.22777183,6.83224068,-0.66550366
-5.17758879,0.89373195,-5.17758879,17.95538238,-13.05138795,6.73936663,-0.62923314
-5.16758379,0.89817540,-5.16758379,17.83154217,-12.87680140,6.64779905,-0.59363723
-5.15757879,0.90252894,-5.15757879,17.70821924,-12.70399980,6.55752045,-0.55870678
-5.14757379,0.90679215,-5.14757379,17.58541258,-12.53297080,6.46851354,-0.52443275
-5.13756878,0.91096458,-5.13756878,17.46312120,-12.36370210,6.38076120,-0.49080623
-5.12756378,0.91504583,-5.12756378,17.34134409,-12.19618147,6.29424647,-0.45781844
-5.11755878,0.91903548,-5.11755878,17.22008024,-12.03039671,6.20895260,-0.42546071
-5.10755378,0.92293314,-5.10755378,17.09932867,-11.86633568,6.12486299,-0.39372450
-5.09754877,0.92673841,-5.09754877,16.97908836,-11.70398631,6.04196121,-0.36260141
-5.08754377,0.93045091,-5.08754377,16.85935831,-11.54333654,5.96023102,-0.33208312
-5.07753877,0.93407028,-5.07753877,16.74013753,-11.38437441,5.87965633,-0.30216147
-5.06753377,0.93759615,-5.06753377,16.62142501,-11.22708797,5.80022123,-0.27282838
-5.05752876,0.94102817,-5.05752876,16.50321975,-11.07146533,5.72190997,-0.24407590
-5.04752376,0.94436599,-5.04752376,16.38552075,-10.91749468,5.64470699,-0.21589619
-5.03751876,0.94760928,-5.03751876,16.26832701,-10.76516422,5.56859686,-0.18828153
-5.02751376,0.95075771,-5.02751376,16.15163753,-10.61446223,5.49356433,-0.16122429
-5.01750875,0.95381098,-5.01750875,16.03545129,-10.46537702,5.41959433,-0.13471697
-5.00750375,0.95676877,-5.00750375,15.91976732,-10.31789696,5.34667193,-0.10875216
-4.99749875,0.95963078,-4.99749875,15.80458459,-10.17201048,5.27478237,-0.08332256
-4.98749375,0.96239674,-4.98749375,15.68990211,-10.02770604,5.20391103,-0.05842098
-4.97748874,0.96506637,-4.97748874,15.57571888,-9.88497217,5.13404348,-0.03404031
-4.96748374,0.96763939,-4.96748374,15.46203390,-9.74379743,5.06516544,-0.01017357
-4.95747874,0.97011555,-4.95747874,15.34884617,-9.60417045,4.99726276,0.01318613
-4.94747374,0.97249460,-4.94747374,15.23615467,-9.46607989,4.93032147,0.03604561
-4.93746873,0.97477631,-4.93746873,15.12395843,-9.32951448,4.86432775,0.05841154
-4.92746373,0.97696044,-4.92746373,15.01225642,-9.19446298,4.79926792,0.08029056
-4.91745873,0.97904678,-4.91745873,14.90104765,-9.06091421,4.73512848,0.10168915
-4.90745373,0.98103512,-4.90745373,14.79033112,-8.92885704,4.67189605,0.12261375
-4.89744872,0.98292526,-4.89744872,14.68010582,-8.79828039,4.60955740,0.14307069
-4.88744372,0.98471701,-4.88744372,14.57037076,-8.66917322,4.54809948,0.16306621
-4.87743872,0.98641018,-4.87743872,14.46112494,-8.54152456,4.48750936,0.18260645
-4.86743372,0.98800462,-4.86743372,14.35236734,-8.41532345,4.42777426,0.20169748
-4.85742871,0.98950016,-4.85742871,14.24409698,-8.29055903,4.36888154,0.22034529
-4.84742371,0.99089666,-4.84742371,14.13631285,-8.16722044,4.31081872,0.23855576
-4.83741871,0.99219396,-4.83741871,14.02901394,-8.04529690,4.25357345,0.25633472
-4.82741371,0.99339195,-4.82741371,13.92219926,-7.92477767,4.19713352,0.27368788
-4.81740870,0.99449050,-4.81740870,13.81586780,-7.80565206,4.14148688,0.29062090
-4.80740370,0.99548950,-4.80740370,13.71001857,-7.68790943,4.08662160,0.30713936
-4.79739870,0.99638885,-4.79739870,13.60465055,-7.57153917,4.03252589,0.32324874
-4.78739370,0.99718846,-4.78739370,13.49976276,-7.45653074,3.97918810,0.33895445
-4.77738869,0.99788826,-4.77738869,13.39535419,-7.34287364,3.92659672,0.35426184
-4.76738369,0.99848817,-4.76738369,13.29142383,-7.23055742,3.87474038,0.36917617
-4.75737869,0.99898813,-4.75737869,13.18797069,-7.11957168,3.82360783,0.38370264
-4.74737369,0.99938810,-4.74737369,13.08499376,-7.00990606,3.77318795,0.39784636
-4.73736868,0.99968802,-4.73736868,12.98249205,-6.90155025,3.72346978,0.41161237
-4.72736368,0.99988788,-4.72736368,12.88046454,-6.79449400,3.67444247,0.42500566
-4.71735868,0.99998765,-4.71735868,12.77891025,-6.68872708,3.62609530,0.43803113
-4.70735368,0.99998732,-4.70735368,12.67782816,-6.58423934,3.57841768,0.45069362
-4.69734867,0.99988690,-4.69734867,12.57721728,-6.48102065,3.53139915,0.46299791
-4.68734367,0.99968638,-4.68734367,12.47707661,-6.37906095,3.48502939,0.47494869
-4.67733867,0.99938580,-4.67733867,12.37740514,-6.27835021,3.43929817,0.48655062
-4.66733367,0.99898518,-4.66733367,12.27820187,-6.17887845,3.39419544,0.49780828
-4.65732866,0.99848456,-4.65732866,12.17946580,-6.08063574,3.34971122,0.50872616
-4.64732366,0.99788400,-4.64732366,12.08119593,-5.98361221,3.30583568,0.51930874
-4.63731866,0.99718355,-4.63731866,11.98339125,-5.88779800,3.26255911,0.52956040
-4.62731366,0.99638328,-4.62731366,11.88605078,-5.79318334,3.21987192,0.53948546
-4.61730865,0.99548327,-4.61730865,11.78917350,-5.69975848,3.17776464,0.54908822
-4.60730365,0.99448362,-4.60730365,11.69275841,-5.60751372,3.13622791,0.55837288
-4.59729865,0.99338442,-4.59729865,11.59680451,-5.51643940,3.09525251,0.56734359
-4.58729365,0.99218578,-4.58729365,11.50131080,-5.42652594,3.05482931,0.57600446
-4.57728864,0.99088782,-4.57728864,11.40627628,-5.33776375,3.01494932,0.58435955
-4.56728364,0.98949068,-4.56728364,11.31169995,-5.25014334,2.97560365,0.59241283
-4.55727864,0.98799449,-4.55727864,11.21758080,-5.16365524,2.93678353,0.60016824
-4.54727364,0.98639940,-4.54727364,11.12391784,-5.07829002,2.89848030,0.60762969
-4.53726863,0.98470558,-4.53726863,11.03071006,-4.99403831,2.86068541,0.61480099
-4.52726363,0.98291319,-4.52726363,10.93795646,-4.91089078,2.82339044,0.62168593
-4.51725863,0.98102240,-4.51725863,10.84565603,-4.82883814,2.78658706,0.62828824
-4.50725363,0.97903342,-4.50725363,10.75380779,-4.74787116,2.75026705,0.63461161
-4.49724862,0.97694644,-4.49724862,10.66241073,-4.66798064,2.71442232,0.64065968
-4.48724362,0.97476167,-4.48724362,10.57146383,-4.58915743,2.67904486,0.64643603
-4.47723862,0.97247932,-4.47723862,10.48096612,-4.51139243,2.64412678,0.65194420
-4.46723362,0.97009963,-4.46723362,10.39091657,-4.43467658,2.60966030,0.65718769
-4.45722861,0.96762283,-4.45722861,10.30131420,-4.35900086,2.57563775,0.66216995
-4.44722361,0.96504918,-4.44722361,10.21215799,-4.28435631,2.54205153,0.66689439
-4.43721861,0.96237892,-4.43721861,10.12344695,-4.21073400,2.50889419,0.67136436
-4.42721361,0.95961233,-4.42721361,10.03518008,-4.13812505,2.47615836,0.67558319
-4.41720860,0.95674968,-4.41720860,9.94735637,-4.06652063,2.44383676,0.67955415
-4.40720360,0.95379127,-4.40720360,9.85997482,-3.99591194,2.41192222,0.68328048
-4.39719860,0.95073738,-4.39719860,9.77303444,-3.92629024,2.38040769,0.68676537
-4.38719360,0.94758832,-4.38719360,9.68653421,-3.85764683,2.34928618,0.69001198
-4.37718859,0.94434441,-4.37718859,9.60047315,-3.78997304,2.31855084,0.69302343
-4.36718359,0.94100597,-4.36718359,9.51485024,-3.72326026,2.28819488,0.69580278
-4.35717859,0.93757334,-4.35717859,9.42966448,-3.65749993,2.25821162,0.69835308
-4.34717359,0.93404685,-4.34717359,9.34491488,-3.59268351,2.22859449,0.70067733
-4.33716858,0.93042687,-4.33716858,9.26060044,-3.52880252,2.19933700,0.70277850
-4.32716358,0.92671376,-4.32716358,9.17672014,-3.46584852,2.17043274,0.70465951
-4.31715858,0.92290788,-4.31715858,9.09327299,-3.40381311,2.14187543,0.70632326
-4.30715358,0.91900962,-4.30715358,9.01025799,-3.34268794,2.11365885,0.70777260
-4.29714857,0.91501936,-4.29714857,8.92767414,-3.28246471,2.08577687,0.70901036
-4.28714357,0.91093752,-4.28714357,8.84552043,-3.22313514,2.05822348,0.71003933
-4.27713857,0.90676449,-4.27713857,8.76379587,-3.16469101,2.03099273,0.71086227
-4.26713357,0.90250069,-4.26713357,8.68249944,-3.10712414,2.00407878,0.71148191
-4.25712856,0.89814655,-4.25712856,8.60163016,-3.05042639,1.97747585,0.71190093
-4.24712356,0.89370251,-4.24712356,8.52118702,-2.99458967,1.95117828,0.71212201
-4.23711856,0.88916902,-4.23711856,8.44116901,-2.93960593,1.92518048,0.71214777
-4.22711356,0.88454651,-4.22711356,8.36157514,-2.88546715,1.89947694,0.71198082
-4.21710855,0.87983546,-4.21710855,8.28240440,-2.83216537,1.87406224,0.71162372
-4.20710355,0.87503635,-4.20710355,8.20365580,-2.77969266,1.84893105,0.71107903
-4.19709855,0.87014964,-4.19709855,8.12532833,-2.72804114,1.82407811,0.71034927
-4.18709355,0.86517583,-4.18709355,8.04742099,-2.67720297,1.79949826,0.70943690
-4.17708854,0.86011542,-4.17708854,7.96993277,-2.62717035,1.77518640,0.70834441
-4.16708354,0.85496891,-4.16708354,7.89286269,-2.57793553,1.75113752,0.70707422
-4.15707854,0.84973681,-4.15707854,7.81620973,-2.52949079,1.72734671,0.70562873
-4.14707354,0.84441966,-4.14707354,7.73997289,-2.48182845,1.70380910,0.70401034
-4.13706853,0.83901799,-4.13706853,7.66415118,-2.43494089,1.68051994,0.70222139
-4.12706353,0.83353233,-4.12706353,7.58874358,-2.38882051,1.65747451,0.70026423
-4.11705853,0.82796323,-4.11705853,7.51374911,-2.34345977,1.63466822,0.69814114
-4.10705353,0.82231126,-4.10705353,7.43916675,-2.29885116,1.61209651,0.69585442
-4.09704852,0.81657697,-4.09704852,7.36499551,-2.25498722,1.58975492,0.69340634
-4.08704352,0.81076094,-4.08704352,7.29123438,-2.21186051,1.56763906,0.69079911
-4.07703852,0.80486376,-4.07703852,7.21788237,-2.16946366,1.54574462,0.68803496
-4.06703352,0.79888601,-4.06703352,7.14493847,-2.12778933,1.52406734,0.68511608
-4.05702851,0.79282830,-4.05702851,7.07240168,-2.08683021,1.50260306,0.68204464
-4.04702351,0.78669122,-4.04702351,7.00027100,-2.04657904,1.48134769,0.67882279
-4.03701851,0.78047539,-4.03701851,6.92854543,-2.00702860,1.46029718,0.67545265
-4.02701351,0.77418144,-4.02701351,6.85722396,-1.96817171,1.43944757,0.67193634
